,Id_code,PoolID,Foundation_spp,Day_Night,Before_After,Removal_Control,Group,Time_Point,Sampling_group,Sampling_Day,Sampling_time,Wind_Speed.m.s,DO_mg_L,DO_p,Conductivity,Salinity,Temp.pool,Temp.in,date_triscal,mVolts,pH.pre,Notes,SalCal,Date_Time,PO_ug_L,NO2N_ug_L,NN_ug_L,NH4_ug_L,PO_umol_L,NN_umol_L,NH4_umol_L,Date_Run,TA_Run,TA_Raw,CRM_off,Salinity_Lab,TA_CRM,(Intercept),TTris,mVTris,pH,pH_insitu,CO2,fCO2,pCO2,HCO3,CO3,DIC,ALK,OmegaAragonite,OmegaCalcite,TA_NormSal,DIC_Norm
300,N_14_4_AI,14,Mytilus,Night,After,Control,After_Control,4,2,8/9/2019,3:54:00,0.3,1.4,16.8,54.1,35.6,10.8,11.688,20190808,-19.7,7.275966769,NA,0.036493828,8/9/2019 3:54,63.2,19.72,92.2,364,2.040412,3.4910608,20.179068,11/22/2019,1,2317.510925,-0.799098459,33.79,2335.147268,-107.2325841,1.458368833,-90.1871692,7.278862168,7.289782749,111.486479,2617.2837,2627.322964,2262.842283,28.22354924,2402.552311,2335.147268,0.427018015,0.669871604,2320.724299,2387.713018
301,N_15_4_AI,15,Mytilus,Night,After,Removal,After_Removal,4,2,8/9/2019,3:56:00,0.8,2.19,25.3,54.1,35.6,10.4,11.693,20190808,-24.1,7.35379907,NA,0.036698881,8/9/2019 3:56,28.2,11.98,56.2,69.2,0.910437,2.1279568,3.8362404,11/22/2019,1,2194.173475,-0.799098459,34.5,2211.809818,-107.2325841,1.458368833,-90.17987735,7.35669465,7.373113185,87.54359983,2028.514729,2036.331035,2130.964401,31.69946073,2250.207462,2211.809818,0.47930069,0.752416744,2244.336433,2283.298748
302,N_16_4_AI,16,Mytilus,Night,After,Removal,After_Removal,4,2,8/9/2019,4:00:00,0.8,3.59,41,54,35.5,10.7,11.616,20190808,-27.8,7.419567459,NA,0.036481988,8/9/2019 4:00,42.2,28.3,360,154.6,1.362427,13.63104,8.5705602,11/23/2019,1,2100.45119,-0.539790416,34.5,2112.364526,-107.2325841,1.458368833,-90.29217175,7.422199858,7.434119407,71.69093892,1676.597537,1683.030317,2022.073184,34.94666987,2128.710793,2112.364526,0.528915399,0.829977843,2143.428711,2160.015364
303,N1_Ocean_4_AI,Ocean,Ocean,Night,After,Ocean,After_Ocean,4,1,8/8/2019,2:26:00,0.7,7.31,84.2,54.1,35.6,11.4,14.071,20190808,-41.8,7.655533419,NA,0.036195372,8/8/2019 2:26,36,1.184,240,61.4,1.16226,9.08736,3.4038318,11/26/2019,1,2171.329659,0.237237901,33.71,2166.093747,-107.2325841,1.458368833,-86.71187627,7.658333953,7.696376693,38.06012856,911.041543,914.5026551,2000.106846,65.13261066,2103.299585,2166.093747,0.986453168,1.545794949,2147.618242,2085.359677
304,N_17_4_AI,17,Mytilus,Night,After,Removal,After_Removal,4,1,8/8/2019,3:44:00,0.3,1.23,14.7,54.2,35.7,12.1,15.481,20190808,-19.6,7.261136102,NA,0.035920605,8/8/2019 3:44,83.6,64.6,189.8,276,2.699026,7.1865872,15.300612,11/27/2019,1,2234.605062,0.547931117,33.95,2222.512058,-107.2325841,1.458368833,-84.65557621,7.264128014,7.304946366,98.78031023,2419.47662,2428.600832,2146.435076,29.23279241,2274.448178,2222.512058,0.443076178,0.693314306,2219.243658,2271.103402
305,N_18_4_AI,18,Phyllospadix,Night,After,Control,After_Control,4,1,8/8/2019,3:53:00,0.3,1.15,14.5,54.1,35.7,12.4,15.071,20190808,-19.6,7.262551719,NA,0.035721227,8/8/2019 3:53,41.4,7.34,103,161,1.336599,3.899992,8.925357,11/27/2019,1,2201.260312,0.547931117,33.97,2189.167308,-107.2325841,1.458368833,-85.25350744,7.265562665,7.297786913,98.25153118,2429.553895,2438.680938,2115.623274,28.67483051,2242.549636,2189.167308,0.434869423,0.680082298,2187.23569,2240.570915
306,N_19_4_AI,19,Mytilus,Night,After,Control,After_Control,4,1,8/8/2019,3:42:00,0.2,0.92,11,54.2,35.7,11.8,14.952,20190808,-19.7,7.264711628,NA,0.036062934,8/8/2019 3:42,66.4,11.2,112.2,266,2.143724,4.2483408,14.746242,12/6/2019,1,2264.340228,-0.023173626,34.17,2264.851677,-107.2325841,1.458368833,-85.42705333,7.267728079,7.305921104,101.254826,2456.4563,2465.756189,2188.816085,29.52976283,2319.600674,2264.851677,0.447327848,0.700362969,2276.175935,2331.198678
307,N_20_4_AI,20,Phyllospadix,Night,After,Control,After_Control,4,1,8/8/2019,3:36:00,0.2,0.96,11.2,54.3,35.8,11.8,14.876,20190808,-21.4,7.294720104,NA,0.036123576,8/8/2019 3:36,39.8,16.76,104.6,62.4,1.284943,3.9605744,3.4592688,12/20/2019,2,2266.736842,-0.459038295,34.32,2276.867955,-107.2325841,1.458368833,-85.53788936,7.297995808,7.335750205,94.7718404,2300.488876,2309.196809,2196.007278,31.80477541,2322.583894,2276.867955,0.481538655,0.753829581,2298.2973,2344.443507
308,N_21_4_AI,21,Phyllospadix,Night,After,Removal,After_Removal,4,1,8/8/2019,3:39:00,0.2,1.66,20,54,35.6,12.6,14.906,20190808,-24,7.340102217,NA,0.035570528,8/8/2019 3:39,41.2,17.14,74.8,137.4,1.330142,2.8322272,7.6170438,12/11/2019,1,2351.884636,0.226350661,34.14,2346.889009,-107.2325841,1.458368833,-85.49413829,7.3428662,7.371569756,88.00178511,2188.65741,2196.856229,2255.123138,36.42589772,2379.550821,2346.889009,0.552927798,0.864489156,2356.55267,2389.348971
309,N_22_4_AI,22,Phyllospadix,Night,After,Removal,After_Removal,4,1,8/8/2019,3:49:00,0.3,1.66,20.2,54.2,35.7,12.7,14.993,20190808,-29.4,7.4342272,NA,0.035643489,8/8/2019 3:49,50,10.6,50.2,82.4,1.61425,1.9007728,4.5680088,12/20/2019,2,2369.678585,-0.459038295,34.42,2379.809698,-107.2325841,1.458368833,-85.3672602,7.437242586,7.467020672,70.70748036,1765.091593,1771.692171,2264.6016,45.85116533,2381.160246,2379.809698,0.695770655,1.087466464,2409.207347,2410.574579
310,N_23_4_AI,23,Mytilus,Night,After,Removal,After_Removal,4,1,8/8/2019,3:27:00,0,2.31,27.3,54.2,35.7,12.1,14.706,20190808,-26.3,7.381113629,NA,0.035920605,8/8/2019 3:27,130.4,45.3,174,320,4.209964,6.588336,17.73984,12/12/2019,1,2191.562089,0.032092078,34.2,2190.853807,-107.2325841,1.458368833,-85.78581206,7.384141965,7.417298698,74.38582433,1821.97001,1828.836454,2093.581553,36.93131406,2204.898691,2190.853807,0.559761287,0.875900189,2203.741183,2217.868683
311,N_24_4_AI,24,Mytilus,Night,After,Removal,After_Removal,4,1,8/8/2019,3:25:00,0,3.12,36.9,54.4,35.9,12.1,14.552,20190808,-29.1,7.430755677,NA,0.036040833,8/8/2019 3:25,33,9.58,79.8,114.2,1.065405,3.0215472,6.3309054,12/13/2019,1,2157.540566,-0.016058326,34.86,2157.894978,-107.2325841,1.458368833,-86.01040086,7.4343055,7.466215508,65.09745822,1596.280749,1602.295157,2053.723063,40.73041768,2159.550939,2157.894978,0.616690345,0.964739039,2212.477028,2214.174874
312,N_25_4_AI,25,Mytilus,Night,After,Control,After_Control,4,1,8/8/2019,3:16:00,0,1.23,15,54.2,35.8,11.9,14.653,20190808,-21.9,7.304269123,NA,0.036015207,8/8/2019 3:16,126.2,30.8,186,328,4.074367,7.042704,18.183336,12/13/2019,1,2249.179,-0.016058326,34.16,2249.533412,-107.2325841,1.458368833,-85.86310561,7.307555963,7.341474148,92.00397522,2240.451725,2248.920932,2165.52465,31.90352192,2289.432147,2249.533412,0.483121935,0.756166366,2260.119452,2300.205946
313,N_26_4_AI,26,Phyllospadix,Night,After,Removal,After_Removal,4,1,8/8/2019,2:35:00,0.6,1.45,17.3,54.1,35.7,11.7,14.411,20190808,-21.3,7.294621714,NA,0.036050133,8/8/2019 2:35,48,34.4,100.4,111.6,1.54968,3.8015456,6.1867692,12/16/2019,1,2288.961172,-0.207713212,34.35,2293.545465,-107.2325841,1.458368833,-86.21603087,7.29766313,7.330952397,96.89381325,2343.142179,2352.023414,2213.30261,31.50859096,2341.705014,2293.545465,0.477217083,0.747298699,2317.155492,2365.810801
314,N_27_4_AI,27,Phyllospadix,Night,After,Control,After_Control,4,1,8/8/2019,2:33:00,0.7,0.79,9.4,54.1,35.7,11.6,13.999,20190808,-16.8,7.217104404,NA,0.036098256,8/8/2019 2:33,46.6,8.26,41.2,137,1.504481,1.5599968,7.594869,12/16/2019,1,2254.187519,-0.207713212,34.87,2258.771812,-107.2325841,1.458368833,-86.81687882,7.220164166,7.248783472,116.2818543,2802.989159,2813.632385,2192.833893,25.73536921,2334.851116,2258.771812,0.389707971,0.610376955,2316.569797,2394.595836
315,N_28_4_AI,28,Phyllospadix,Night,After,Removal,After_Removal,4,1,8/8/2019,2:31:00,0.7,1.03,12.3,54.2,35.7,11.7,14.394,20190808,-19.8,7.268391747,NA,0.036110947,8/8/2019 2:31,29.2,23.8,64.4,62.8,0.942722,2.4384416,3.4814436,12/17/2019,1,2278.407686,0.213123483,34.84,2273.703987,-107.2325841,1.458368833,-86.24082314,7.27143381,7.304164906,102.3978957,2476.245082,2485.632178,2199.116762,29.43397953,2330.948637,2273.703987,0.445795811,0.698094518,2329.87785,2388.53678
316,N_29_4_AI,29,Phyllospadix,Night,After,Control,After_Control,4,1,8/8/2019,2:29:00,0.7,0.84,10.1,54.2,35.7,12,14.338,20190808,-17.5,7.228265739,NA,0.035967765,8/8/2019 2:29,79.2,21.4,72.9,142,2.556972,2.7602856,7.872054,12/17/2019,1,2326.100834,0.213123483,34.73,2321.397135,-107.2325841,1.458368833,-86.32249179,7.23131016,7.25922055,115.353314,2816.421229,2827.060657,2250.491549,27.479746,2393.324609,2321.397135,0.416427345,0.65173829,2371.238897,2444.710696
317,N_30_4_AI,30,Mytilus,Night,After,Control,After_Control,4,1,8/8/2019,2:52:00,0.5,0.87,10.6,54.2,35.7,11.5,14.215,20190808,-20.5,7.281287162,volume of flask (550ml) dumped 2x,0.036207842,8/8/2019 2:52,230,92.8,540,712,7.42555,20.44656,39.471144,12/17/2019,1,2537.93597,0.213123483,34.26,2533.232271,-107.2325841,1.458368833,-86.50187116,7.284337439,7.31751868,110.9052286,2664.8082,2674.938272,2443.9765,33.47044678,2588.352176,2533.232271,0.506749287,0.793838518,2552.604047,2608.145457
318,N_31_4_AI,31,Mytilus,Night,After,Control,After_Control,4,1,8/8/2019,2:50:00,0.5,1.08,12.8,54.1,35.6,11.8,13.779,20190808,-25,7.361852709,NA,0.036002298,8/8/2019 2:50,260,59.6,380,770,8.3941,14.38832,42.68649,12/18/2019,1,2250.470321,0.085007907,35.07,2248.594171,-107.2325841,1.458368833,-87.13771997,7.36466392,7.389659284,82.16645645,1992.234039,1999.772616,2152.247209,35.13176801,2269.545434,2248.594171,0.532464754,0.833767057,2319.358752,2340.969364
319,N_32_4_AI,32,Mytilus,Night,After,Removal,After_Removal,4,1,8/8/2019,2:48:00,0.5,4.17,49.4,54.1,35,11.6,13.814,20190808,-30.4,7.456557065,NA,0.036098256,8/8/2019 2:48,51,37.4,214,119.8,1.646535,8.102896,6.6413526,12/18/2019,1,2142.909962,0.085007907,35.04,2141.033812,-107.2325841,1.458368833,-87.08667706,7.45782393,7.486912076,62.75322034,1506.645193,1512.358003,2036.437831,40.7014805,2139.892532,2141.033812,0.618498096,0.969668066,2206.524258,2205.348069
